POPULATION,LATITUDE,LONGITUDE,CountyFIPS,TractFIPS
4786,+40.619978,-073.992386,36047,36047025200
2754,+40.693362,-073.950481,36047,36047025300
3500,+40.616875,-073.984168,36047,36047025400
5102,+40.697539,-073.951315,36047,36047025500
3058,+40.615211,-073.986052,36047,36047025600
2131,+40.698342,-073.946806,36047,36047025700
4597,+40.613396,-073.987410,36047,36047025800
2010,+40.695094,-073.945700,36047,36047025901
3419,+40.696966,-073.945154,36047,36047025902
3649,+40.616842,-073.992317,36047,36047026000
4917,+40.692381,-073.945785,36047,36047026100
2374,+40.619017,-073.997018,36047,36047026200
1868,+40.689210,-073.944873,36047,36047026300
4592,+40.614809,-073.997553,36047,36047026400
3838,+40.687060,-073.944424,36047,36047026500
3733,+40.612620,-073.990253,36047,36047026600
3920,+40.684023,-073.943983,36047,36047026700
4188,+40.610402,-073.990255,36047,36047026800
2770,+40.681151,-073.943115,36047,36047026900
2449,+40.605785,-073.989870,36047,36047027000
2471,+40.678923,-073.938730,36047,36047027100
3480,+40.608259,-073.992671,36047,36047027200
2813,+40.680976,-073.937450,36047,36047027300
3028,+40.611042,-073.995425,36047,36047027400
4180,+40.683909,-073.938332,36047,36047027500
3694,+40.611216,-073.999171,36047,36047027600
3945,+40.687012,-073.938677,36047,36047027700
3220,+40.607183,-074.000829,36047,36047027800
3674,+40.689780,-073.939266,36047,36047027900
1761,+40.602144,-074.005614,36047,36047028000
4193,+40.692876,-073.939293,36047,36047028100
2943,+40.600781,-074.004058,36047,36047028200
4097,+40.695284,-073.940315,36047,36047028300
4003,+40.605879,-073.998712,36047,36047028400
428,+40.699108,-073.940342,36047,36047028501
2802,+40.697460,-073.940804,36047,36047028502
4814,+40.599506,-074.001728,36047,36047028600
2991,+40.695227,-073.935360,36047,36047028700
3458,+40.604451,-073.996621,36047,36047028800
3538,+40.693104,-073.933069,36047,36047028900
3920,+40.603366,-073.994106,36047,36047029000
3101,+40.690206,-073.933729,36047,36047029100
2539,+40.599317,-073.998267,36047,36047029200
3106,+40.687453,-073.933001,36047,36047029300
2321,+40.596482,-073.997156,36047,36047029400
3425,+40.684548,-073.932342,36047,36047029500
5546,+40.600904,-073.993159,36047,36047029600
3344,+40.681100,-073.931364,36047,36047029700
3717,+40.600930,-073.988014,36047,36047029800
2579,+40.678056,-073.925843,36047,36047029900
4120,+40.597687,-073.989143,36047,36047030000
2750,+40.677483,-073.915010,36047,36047030100
4214,+40.595614,-073.990488,36047,36047030200
4458,+40.675132,-073.917464,36047,36047030300
4281,+40.593413,-073.993082,36047,36047030400
5549,+40.676415,-073.959384,36047,36047030500
2005,+40.590660,-073.986269,36047,36047030600
4544,+40.675362,-073.925235,36047,36047030700
1949,+40.585879,-073.984652,36047,36047030800
1754,+40.675865,-073.933270,36047,36047030900
2833,+40.676235,-073.939307,36047,36047031100
4648,+40.676349,-073.944478,36047,36047031300
4544,+40.588101,-073.989091,36047,36047031400
5175,+40.676757,-073.949865,36047,36047031500
3433,+40.673938,-073.949920,36047,36047031701
3363,+40.671257,-073.950408,36047,36047031702
3508,+40.667196,-073.949281,36047,36047031900
5001,+40.666698,-073.952176,36047,36047032100
3554,+40.666838,-073.954928,36047,36047032300
6405,+40.666631,-073.957719,36047,36047032500
6948,+40.575935,-073.988969,36047,36047032600
2924,+40.662344,-073.958745,36047,36047032700
3138,+40.576310,-073.998168,36047,36047032800
5582,+40.663230,-073.948016,36047,36047032900
4587,+40.578934,-074.000911,36047,36047033000
4520,+40.664021,-073.941092,36047,36047033100
4085,+40.665858,-073.941999,36047,36047033300
3139,+40.667493,-073.941392,36047,36047033500
4759,+40.577230,-074.007064,36047,36047033600
4105,+40.669432,-073.941923,36047,36047033700
4376,+40.671212,-073.941545,36047,36047033900
2248,+40.572210,-073.995852,36047,36047034000
2607,+40.673493,-073.945100,36047,36047034100
6502,+40.574108,-073.996998,36047,36047034200
5281,+40.673838,-073.938499,36047,36047034300
2647,+40.672692,-073.933002,36047,36047034500
3228,+40.672445,-073.928022,36047,36047034700
2537,+40.579465,-073.982126,36047,36047034800
5403,+40.668163,-073.929769,36047,36047034900
3296,+40.577754,-073.977867,36047,36047035000
4597,+40.668526,-073.932538,36047,36047035100
1246,+40.572872,-073.990155,36047,36047035200
5161,+40.668849,-073.935288,36047,36047035300
6271,+40.578125,-073.974083,36047,36047035400
5253,+40.664444,-073.933338,36047,36047035500
2912,+40.580930,-073.969682,36047,36047035601
5271,+40.578115,-073.970043,36047,36047035602
2506,+40.669957,-073.926836,36047,36047035700
5685,+40.670429,-073.923863,36047,36047035900
3217,+40.575950,-073.965631,36047,36047036001
3930,+40.576441,-073.961324,36047,36047036002
2608,+40.669767,-073.919853,36047,36047036100
4204,+40.578273,-073.963446,36047,36047036200
4108,+40.672134,-073.917278,36047,36047036300
2405,+40.580324,-073.963709,36047,36047036400
2624,+40.675240,-073.911773,36047,36047036501
1255,+40.675019,-073.907035,36047,36047036502
4767,+40.582386,-073.963556,36047,36047036600
1305,+40.677357,-073.906117,36047,36047036700
4923,+40.679600,-073.909236,36047,36047036900
4085,+40.588063,-073.962768,36047,36047037000
4120,+40.680338,-073.914006,36047,36047037100
3784,+40.683788,-073.915243,36047,36047037300
4301,+40.587820,-073.967765,36047,36047037401
4573,+40.586480,-073.971725,36047,36047037402
2910,+40.687273,-073.921443,36047,36047037500
3660,+40.683910,-073.920140,36047,36047037700
3706,+40.680729,-073.919196,36047,36047037900
4763,+40.681180,-073.925026,36047,36047038100
5943,+40.591714,-073.981535,36047,36047038200
3931,+40.684615,-073.926200,36047,36047038300
3422,+40.687500,-073.927026,36047,36047038500
3477,+40.592262,-073.975094,36047,36047038600
4010,+40.690546,-073.928092,36047,36047038700
3841,+40.592822,-073.969023,36047,36047038800
2773,+40.699448,-073.937169,36047,36047038900
2282,+40.592836,-073.964264,36047,36047039000
2303,+40.699378,-073.933711,36047,36047039100
2756,+40.595666,-073.963067,36047,36047039200
3549,+40.695625,-073.930112,36047,36047039300
2441,+40.598575,-073.964671,36047,36047039400
3380,+40.693014,-073.924655,36047,36047039500
2126,+40.597221,-073.969703,36047,36047039600
3389,+40.688888,-073.919033,36047,36047039700
2644,+40.595441,-073.976305,36047,36047039800
3823,+40.690160,-073.917424,36047,36047039900
3069,+40.597737,-073.976669,36047,36047040000
3518,+40.686510,-073.912879,36047,36047040100
2740,+40.596411,-073.982425,36047,36047040200
3538,+40.684409,-073.908813,36047,36047040300
2551,+40.602023,-073.985323,36047,36047040400
1480,+40.681901,-073.905549,36047,36047040500
3184,+40.600409,-073.982144,36047,36047040600
14,+40.684302,-073.901218,36047,36047040700
3566,+40.601188,-073.979213,36047,36047040800
3752,+40.691586,-073.905287,36047,36047040900
1773,+40.601074,-073.975806,36047,36047041000
3302,+40.687999,-073.907359,36047,36047041100
2929,+40.604581,-073.974402,36047,36047041200
3822,+40.690078,-073.910686,36047,36047041300
1351,+40.601701,-073.971107,36047,36047041401
1612,+40.603181,-073.967949,36047,36047041402
4064,+40.691779,-073.914140,36047,36047041500
2324,+40.602094,-073.963481,36047,36047041600
3609,+40.693752,-073.918148,36047,36047041700
2359,+40.605423,-073.964906,36047,36047041800
3770,+40.695350,-073.920999,36047,36047041900
1896,+40.609432,-073.964480,36047,36047042000
3920,+40.697007,-073.924101,36047,36047042100
3568,+40.607028,-073.969810,36047,36047042200
4217,+40.698929,-073.927205,36047,36047042300
3666,+40.606635,-073.976325,36047,36047042400
3042,+40.701419,-073.929886,36047,36047042500
4135,+40.605766,-073.980242,36047,36047042600
5074,+40.703614,-073.926787,36047,36047042700
3857,+40.605980,-073.984344,36047,36047042800
5630,+40.701500,-073.923345,36047,36047042900
3333,+40.609450,-073.983525,36047,36047043000
5113,+40.700126,-073.919837,36047,36047043100
4250,+40.610731,-073.980744,36047,36047043200
4064,+40.697970,-073.915774,36047,36047043300
3433,+40.610068,-073.976741,36047,36047043400
4463,+40.695143,-073.912159,36047,36047043500
4160,+40.613133,-073.977909,36047,36047043600
5240,+40.693351,-073.908316,36047,36047043700
2481,+40.610384,-073.970810,36047,36047043800
3829,+40.697639,-073.909803,36047,36047043900
2880,+40.613062,-073.971101,36047,36047044000
5643,+40.701570,-073.914167,36047,36047044100
2658,+40.612342,-073.965488,36047,36047044200
5557,+40.703190,-073.916617,36047,36047044300
3336,+40.615731,-073.969795,36047,36047044400
4446,+40.705014,-073.919604,36047,36047044500
1909,+40.615038,-073.975851,36047,36047044600
2310,+40.706773,-073.922082,36047,36047044700
1915,+40.618389,-073.971338,36047,36047044800
2932,+40.718635,-073.938411,36047,36047044900
673,+40.622664,-073.973727,36047,36047045000
2701,+40.619807,-073.968131,36047,36047045200
2017,+40.706308,-073.929283,36047,36047045300
1852,+40.618492,-073.964974,36047,36047045400
2357,+40.626990,-073.966881,36047,36047045600
1490,+40.626536,-073.969194,36047,36047045800
3729,+40.630817,-073.967575,36047,36047046000
2632,+40.627881,-073.973148,36047,36047046201
1803,+40.624795,-073.973839,36047,36047046202
2838,+40.624534,-073.978745,36047,36047046400
2054,+40.621230,-073.980838,36047,36047046800
2886,+40.625519,-073.986638,36047,36047047000
3141,+40.626707,-073.983462,36047,36047047200
2969,+40.628675,-073.982179,36047,36047047400
3646,+40.630748,-073.980676,36047,36047047600
3318,+40.717713,-073.941645,36047,36047047700
4848,+40.633299,-073.979094,36047,36047047800
3769,+40.630159,-073.974485,36047,36047048000
2778,+40.713799,-073.938701,36047,36047048100
5331,+40.633141,-073.969575,36047,36047048200
5481,+40.634241,-073.973853,36047,36047048400
2510,+40.706004,-073.936444,36047,36047048500
3568,+40.639376,-073.978387,36047,36047048600
4395,+40.640326,-073.975925,36047,36047048800
4039,+40.702822,-073.939219,36047,36047048900
5899,+40.638245,-073.972890,36047,36047049000
6418,+40.704015,-073.944858,36047,36047049100
3495,+40.640574,-073.970284,36047,36047049200
7625,+40.707670,-073.941331,36047,36047049300
5308,+40.642868,-073.973819,36047,36047049400
2603,+40.712231,-073.943222,36047,36047049500
4513,+40.643706,-073.980612,36047,36047049600
2645,+40.716262,-073.944709,36047,36047049700
4232,+40.645320,-073.982375,36047,36047049800
1753,+40.721301,-073.946664,36047,36047049900
3474,+40.647892,-073.977324,36047,36047050000
2786,+40.715383,-073.948439,36047,36047050100
2201,+40.653670,-073.974887,36047,36047050202
2582,+40.712016,-073.947419,36047,36047050300
4527,+40.648377,-073.973511,36047,36047050400
4163,+40.708012,-073.945183,36047,36047050500
6016,+40.649005,-073.966794,36047,36047050600
2288,+40.702143,-073.946773,36047,36047050700
4080,+40.651251,-073.960842,36047,36047050801
2464,+40.653742,-073.960723,36047,36047050803
6250,+40.652693,-073.963569,36047,36047050804
3694,+40.703263,-073.950890,36047,36047050900
3926,+40.646109,-073.960090,36047,36047051001
4725,+40.648619,-073.960925,36047,36047051002
3933,+40.707292,-073.948917,36047,36047051100
6398,+40.646337,-073.962831,36047,36047051200
4332,+40.711044,-073.951402,36047,36047051300
7366,+40.642485,-073.961066,36047,36047051400
1372,+40.718257,-073.950401,36047,36047051500
5732,+40.638617,-073.957002,36047,36047051601
4028,+40.641592,-073.958185,36047,36047051602
1735,+40.719561,-073.956352,36047,36047051700
3415,+40.636612,-073.960656,36047,36047051800
3564,+40.715381,-073.955355,36047,36047051900
4228,+40.636884,-073.964388,36047,36047052000
5469,+40.711739,-073.958537,36047,36047052300
3499,+40.708342,-073.960533,36047,36047052500
4357,+40.636493,-073.966646,36047,36047052600
6629,+40.708525,-073.953446,36047,36047052700
1818,+40.630535,-073.963071,36047,36047052800
3979,+40.705798,-073.954493,36047,36047052900
3465,+40.627446,-073.963430,36047,36047053000
7027,+40.700610,-073.953573,36047,36047053100
2579,+40.626594,-073.960527,36047,36047053200
6566,+40.703627,-073.957167,36047,36047053300
4383,+40.622640,-073.962603,36047,36047053400
4348,+40.706154,-073.960963,36047,36047053500
3575,+40.700303,-073.958999,36047,36047053700
4473,+40.618149,-073.956687,36047,36047053800
2756,+40.703181,-073.962324,36047,36047053900
4450,+40.612745,-073.960880,36047,36047054200
327,+40.696905,-073.967677,36047,36047054300
3406,+40.612985,-073.956946,36047,36047054400
8008,+40.705333,-073.965192,36047,36047054500
4346,+40.613077,-073.953323,36047,36047054600
5245,+40.708490,-073.965754,36047,36047054700
1989,+40.610114,-073.948663,36047,36047054800
3122,+40.710675,-073.965495,36047,36047054900
3551,+40.608671,-073.952849,36047,36047055000
4597,+40.713182,-073.962711,36047,36047055100
3498,+40.608145,-073.955852,36047,36047055200
2596,+40.716429,-073.959186,36047,36047055300
4216,+40.607458,-073.959934,36047,36047055400
1959,+40.717916,-073.962419,36047,36047055500
3712,+40.603614,-073.959604,36047,36047055600
1655,+40.720622,-073.959498,36047,36047055700
2390,+40.603558,-073.955201,36047,36047055800
3493,+40.604250,-073.951862,36047,36047056000
3295,+40.726784,-073.954484,36047,36047056100
1654,+40.604440,-073.947454,36047,36047056200
4360,+40.734035,-073.957075,36047,36047056300
2451,+40.606777,-073.943232,36047,36047056400
3255,+40.730507,-073.956322,36047,36047056500
2419,+40.602897,-073.941832,36047,36047056600
1314,+40.602560,-073.937771,36047,36047056800
1630,+40.724070,-073.951371,36047,36047056900
3384,+40.599143,-073.936558,36047,36047057000
4400,+40.724836,-073.947464,36047,36047057100
5443,+40.596287,-073.938209,36047,36047057200
2608,+40.727589,-073.949251,36047,36047057300
2657,+40.601224,-073.944363,36047,36047057400
4249,+40.732210,-073.953210,36047,36047057500
2918,+40.599983,-073.947634,36047,36047057600
3176,+40.599299,-073.951499,36047,36047057800
1117,+40.735794,-073.953258,36047,36047057900
3365,+40.599043,-073.955428,36047,36047058000
2967,+40.598551,-073.959229,36047,36047058200
3620,+40.593825,-073.958200,36047,36047058400
2519,+40.594591,-073.954808,36047,36047058600
3245,+40.589338,-073.958054,36047,36047058800
1904,+40.726674,-073.943536,36047,36047058900
1899,+40.590160,-073.955016,36047,36047059000
3920,+40.723386,-073.942693,36047,36047059100
3870,+40.592658,-073.951147,36047,36047059200
2228,+40.724962,-073.939160,36047,36047059300
7628,+40.592923,-073.947921,36047,36047059401
4551,+40.594464,-073.942993,36047,36047059402
2306,+40.591183,-073.939609,36047,36047059600
3427,+40.588016,-073.936796,36047,36047059800
6067,+40.586934,-073.945629,36047,36047060000
2555,+40.586499,-073.956620,36047,36047060600
3574,+40.584034,-073.951566,36047,36047060800
4508,+40.576679,-073.956525,36047,36047061002
1984,+40.581375,-073.958747,36047,36047061003
6447,+40.579491,-073.955649,36047,36047061004
1076,+40.580722,-073.950023,36047,36047061200
1656,+40.577665,-073.943349,36047,36047061600
1850,+40.578822,-073.946744,36047,36047062000
3252,+40.584677,-073.934362,36047,36047062200
2788,+40.593304,-073.934875,36047,36047062600
5226,+40.590880,-073.926042,36047,36047062800
1447,+40.600116,-073.931840,36047,36047063200
1236,+40.610024,-073.936137,36047,36047063600
1524,+40.606578,-073.938893,36047,36047063800
1599,+40.611158,-073.939997,36047,36047064000
2518,+40.612701,-073.946306,36047,36047064200
2528,+40.614260,-073.942335,36047,36047064400
2189,+40.616082,-073.939869,36047,36047064600
1945,+40.617815,-073.936766,36047,36047064800
1389,+40.620090,-073.933326,36047,36047065000
1232,+40.614667,-073.930147,36047,36047065200
1607,+40.612818,-073.931694,36047,36047065400
1708,+40.613002,-073.934923,36047,36047065600
1762,+40.608060,-073.931262,36047,36047065800
1773,+40.609028,-073.928098,36047,36047066000
1411,+40.609377,-073.925283,36047,36047066200
0,+40.585061,-073.918468,36047,36047066600
2680,+40.612727,-073.922382,36047,36047067000
1422,+40.619826,-073.928200,36047,36047067200
1964,+40.620063,-073.930225,36047,36047067400
1657,+40.625101,-073.926977,36047,36047067600
2660,+40.626236,-073.922675,36047,36047067800
1809,+40.621316,-073.925021,36047,36047068000
2432,+40.616552,-073.924131,36047,36047068200
1533,+40.614580,-073.917500,36047,36047068600
1614,+40.617230,-073.919194,36047,36047068800
1791,+40.619960,-073.920908,36047,36047069000
2392,+40.623546,-073.920163,36047,36047069200
3780,+40.626196,-073.914654,36047,36047069601
5995,+40.622450,-073.910752,36047,36047069602
1277,+40.616378,-073.913980,36047,36047069800
1703,+40.619901,-073.906845,36047,36047070000
6573,+40.608667,-073.910080,36047,36047070201
37,+40.597740,-073.900383,36047,36047070202
0,+40.609131,-073.865840,36047,36047070203
2700,+40.616607,-073.902668,36047,36047070600
2167,+40.628097,-073.919930,36047,36047072000
2655,+40.631914,-073.924419,36047,36047072200
1755,+40.634172,-073.925745,36047,36047072400
2093,+40.631798,-073.933543,36047,36047072600
3193,+40.629484,-073.926669,36047,36047072800
1979,+40.625992,-073.930289,36047,36047073000
2096,+40.627897,-073.933891,36047,36047073200
1889,+40.627548,-073.937218,36047,36047073400
3368,+40.624274,-073.935799,36047,36047073600
3225,+40.622437,-073.939307,36047,36047073800
3531,+40.627376,-073.941479,36047,36047074000
3292,+40.626739,-073.944986,36047,36047074200
2492,+40.622458,-073.943132,36047,36047074400
2003,+40.618899,-073.941741,36047,36047074600
2012,+40.622137,-073.946645,36047,36047074800
3029,+40.626636,-073.948541,36047,36047075000
1130,+40.626140,-073.952487,36047,36047075200
1488,+40.621514,-073.950687,36047,36047075400
1993,+40.616477,-073.947812,36047,36047075600
1816,+40.616456,-073.952582,36047,36047075800
2776,+40.621591,-073.955392,36047,36047076000
4235,+40.625681,-073.956573,36047,36047076200
3487,+40.631875,-073.958279,36047,36047076400
2061,+40.633010,-073.957101,36047,36047076600
3407,+40.618180,-073.961326,36047,36047076800
2722,+40.635772,-073.952809,36047,36047077000
3394,+40.632121,-073.953628,36047,36047077200
2881,+40.630828,-073.947786,36047,36047077400
3806,+40.630845,-073.942348,36047,36047077600
2092,+40.634417,-073.939137,36047,36047078000
3864,+40.637829,-073.942719,36047,36047078200
2348,+40.634150,-073.942910,36047,36047078400
4256,+40.634248,-073.946902,36047,36047078600
3422,+40.637456,-073.948203,36047,36047078800
5094,+40.640856,-073.953519,36047,36047079000
4372,+40.644547,-073.954383,36047,36047079200
1864,+40.648070,-073.954479,36047,36047079400
4413,+40.656549,-073.958255,36047,36047079601
4814,+40.652886,-073.957696,36047,36047079602
3037,+40.660386,-073.958755,36047,36047079801
5451,+40.658263,-073.961446,36047,36047079802
3487,+40.660840,-073.953327,36047,36047080000
4304,+40.657726,-073.953295,36047,36047080200
3250,+40.659692,-073.949067,36047,36047080400
3386,+40.661666,-073.943481,36047,36047080600
1197,+40.657844,-073.939128,36047,36047080800
2300,+40.659333,-073.944458,36047,36047081000
2635,+40.653569,-073.940215,36047,36047081400
2791,+40.652767,-073.944065,36047,36047081600
4551,+40.652956,-073.948002,36047,36047081800
5281,+40.653492,-073.951314,36047,36047082000
7280,+40.653487,-073.954449,36047,36047082200
4730,+40.648779,-073.948922,36047,36047082400
5513,+40.645010,-073.948962,36047,36047082600
3814,+40.641223,-073.949563,36047,36047082800
5997,+40.640403,-073.945367,36047,36047083000
2289,+40.641690,-073.941675,36047,36047083200
1701,+40.641517,-073.938520,36047,36047083400
1929,+40.638241,-073.935148,36047,36047083600
2189,+40.641887,-073.935024,36047,36047083800
2412,+40.641931,-073.931629,36047,36047084000
1963,+40.642352,-073.927362,36047,36047084600
1750,+40.646465,-073.927662,36047,36047084800
1374,+40.645550,-073.932750,36047,36047085000
29,+40.646987,-073.938107,36047,36047085200
2052,+40.644730,-073.943052,36047,36047085400
3608,+40.648500,-073.944931,36047,36047085600
2434,+40.650226,-073.939477,36047,36047085800
3426,+40.650083,-073.933113,36047,36047086000
2996,+40.650277,-073.928229,36047,36047086200
2231,+40.654579,-073.924361,36047,36047086400
3149,+40.656151,-073.926759,36047,36047086600
3156,+40.654290,-073.929539,36047,36047086800
3204,+40.654090,-073.933381,36047,36047087000
2868,+40.653646,-073.936609,36047,36047087200
3142,+40.660309,-073.938442,36047,36047087401
1742,+40.660935,-073.935725,36047,36047087600
3006,+40.658481,-073.930294,36047,36047087800
2863,+40.661489,-073.931298,36047,36047088000
6740,+40.660534,-073.925919,36047,36047088200
5236,+40.662314,-073.924610,36047,36047088400
4427,+40.657706,-073.920508,36047,36047088600
3923,+40.654263,-073.917990,36047,36047088800
6319,+40.657676,-073.916427,36047,36047089000
3651,+40.663041,-073.922009,36047,36047089200
3430,+40.661317,-073.916260,36047,36047089400
3546,+40.657929,-073.912442,36047,36047089600
2089,+40.662676,-073.913872,36047,36047089800
5508,+40.666186,-073.920193,36047,36047090000
3451,+40.667606,-073.914999,36047,36047090200
4581,+40.670115,-073.909007,36047,36047090600
3990,+40.670985,-073.905134,36047,36047090800
5610,+40.665715,-073.904159,36047,36047091000
6814,+40.664884,-073.907479,36047,36047091200
4325,+40.659088,-073.909354,36047,36047091600
2804,+40.661821,-073.905390,36047,36047091800
3154,+40.658226,-073.904388,36047,36047092000
2691,+40.655209,-073.907393,36047,36047092200
2656,+40.665815,-073.911163,36047,36047092400
2656,+40.652572,-073.911985,36047,36047092800
2547,+40.649891,-073.915451,36047,36047093000
1142,+40.638357,-073.931077,36047,36047093200
2401,+40.649107,-073.919064,36047,36047093400
1628,+40.649551,-073.921585,36047,36047093600
2374,+40.650512,-073.924792,36047,36047093800
3202,+40.638211,-073.922984,36047,36047094401
2886,+40.635081,-073.920780,36047,36047094402
1830,+40.645466,-073.924099,36047,36047094600
2906,+40.637021,-073.916822,36047,36047095000
4607,+40.638838,-073.914588,36047,36047095400
4042,+40.635654,-073.910792,36047,36047095600
3456,+40.640862,-073.911841,36047,36047095800
0,+40.645927,-073.914764,36047,36047096000
1717,+40.644870,-073.909978,36047,36047096200
2361,+40.641957,-073.907454,36047,36047096400
2164,+40.640152,-073.903734,36047,36047096600
1471,+40.644327,-073.904272,36047,36047096800
2105,+40.646970,-073.907265,36047,36047097000
2724,+40.647600,-073.898816,36047,36047097400
4305,+40.650508,-073.895135,36047,36047098200
1978,+40.646413,-073.891722,36047,36047098400
2862,+40.645016,-073.894532,36047,36047098600
3054,+40.642893,-073.897546,36047,36047098800
1422,+40.639058,-073.898681,36047,36047099000
1833,+40.637512,-073.901276,36047,36047099200
1978,+40.635238,-073.904671,36047,36047099400
3631,+40.633310,-073.907726,36047,36047099600
3784,+40.629973,-073.906872,36047,36047099800
2567,+40.630718,-073.903749,36047,36047100400
2489,+40.632171,-073.900913,36047,36047100600
2124,+40.634091,-073.898097,36047,36047100800
2318,+40.635978,-073.895067,36047,36047101000
1932,+40.639875,-073.893858,36047,36047101200
2160,+40.641889,-073.890912,36047,36047101400
1464,+40.643607,-073.888480,36047,36047101600
1851,+40.641816,-073.885051,36047,36047101800
1922,+40.637956,-073.886796,36047,36047102000
2075,+40.636578,-073.889719,36047,36047102200
2123,+40.632906,-073.893348,36047,36047102400
2771,+40.629564,-073.898526,36047,36047102600
1579,+40.630488,-073.889768,36047,36047102800
3918,+40.633523,-073.886227,36047,36047103400
6928,+40.650040,-073.881296,36047,36047105801
6426,+40.647569,-073.883802,36047,36047105804
322,+40.657254,-073.871267,36047,36047107000
3849,+40.656843,-073.880063,36047,36047107800
1917,+40.653922,-073.899640,36047,36047109800
4358,+40.659431,-073.888513,36047,36047110400
4311,+40.657080,-073.884647,36047,36047110600
3216,+40.660584,-073.881375,36047,36047111000
3484,+40.664286,-073.877046,36047,36047111600
3053,+40.668632,-073.876223,36047,36047111800
3155,+40.666658,-073.880568,36047,36047112000
3371,+40.663598,-073.886131,36047,36047112200
3416,+40.665905,-073.887568,36047,36047112400
3783,+40.664890,-073.892914,36047,36047112600
3822,+40.661677,-073.892093,36047,36047112800
3891,+40.662294,-073.896580,36047,36047113000
1937,+40.660723,-073.898327,36047,36047113200
2838,+40.667024,-073.899256,36047,36047113400
1578,+40.681414,-073.895102,36047,36047114201
2766,+40.682123,-073.891410,36047,36047114202
2403,+40.672869,-073.896287,36047,36047114400
2998,+40.679287,-073.892103,36047,36047114600
2595,+40.673941,-073.886474,36047,36047115000
3094,+40.673050,-073.891041,36047,36047115200
4315,+40.668125,-073.896023,36047,36047115600
2983,+40.668929,-073.892155,36047,36047115800
2543,+40.669306,-073.888742,36047,36047116000
2157,+40.670011,-073.885017,36047,36047116200
2921,+40.670614,-073.881326,36047,36047116400
2907,+40.674467,-073.882244,36047,36047116600
2057,+40.679174,-073.882674,36047,36047116800
1880,+40.678031,-073.886657,36047,36047117000
2713,+40.680864,-073.887376,36047,36047117201
3907,+40.682723,-073.883773,36047,36047117202
4329,+40.682976,-073.879900,36047,36047117400
2750,+40.684489,-073.876822,36047,36047117601
3313,+40.685996,-073.874404,36047,36047117602
1717,+40.681756,-073.873374,36047,36047117800
6,+40.686885,-073.882678,36047,36047118000
3002,+40.687667,-073.871790,36047,36047118201
3083,+40.688717,-073.869041,36047,36047118202
